Phylum,Sub Phylum,Class,Order,Family,Species,Common Name,C-value,Chrom num,Method,Cell type,Std sp,References,References,References
Chordata,Vertebrata,Aves,Apodiformes,Trochilidae,Phaethornis guy,Green hermit,1.22,,FIA,RBC,GD,"Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic \‘engines\’ of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.",,
Chordata,Vertebrata,Aves,Apodiformes,Trochilidae,Phaethornis hispidus,White-bearded hermit,1.02,,FIA,RBC,GD,"Gregory, T.R., C.B. Andrews, J.A. McGuire, and C.C. Witt (2009). The smallest avian genomes are found in hummingbirds. Proceedings of the Royal Society of London B : in press.",,
Chordata,Vertebrata,Aves,Apodiformes,Trochilidae,Phaethornis malaris,Great-billed hermit,1.07,,FIA,RBC,GD,"Gregory, T.R., C.B. Andrews, J.A. McGuire, and C.C. Witt (2009). The smallest avian genomes are found in hummingbirds. Proceedings of the Royal Society of London B : in press.",,
Chordata,Vertebrata,Aves,Apodiformes,Trochilidae,Phaethornis philippii,Needle-billed hermit,1.17,,FIA,RBC,GD,"Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic \‘engines\’ of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.",,
Chordata,Vertebrata,Aves,Apodiformes,Trochilidae,Phaethornis ruber,Reddish hermit,0.98,,FIA,RBC,GD,"Gregory, T.R., C.B. Andrews, J.A. McGuire, and C.C. Witt (2009). The smallest avian genomes are found in hummingbirds. Proceedings of the Royal Society of London B : in press.",,
Chordata,Vertebrata,Aves,Apodiformes,Trochilidae,Phaethornis ruber,Reddish hermit,1.13,,FIA,RBC,GD,"Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic \‘engines\’ of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.",,
Chordata,Vertebrata,Aves,Apodiformes,Trochilidae,Phaethornis stuarti,White-browed hermit,1.17,,FIA,RBC,GD,"Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic \‘engines\’ of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.",,
Chordata,Vertebrata,Aves,Apodiformes,Trochilidae,Phlogophilus harterti,Peruvian piedtail,1.20,,FIA,RBC,GD,"Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic \‘engines\’ of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.",,
Chordata,Vertebrata,Aves,Apodiformes,Trochilidae,Polyonymus caroli,Bronze-tailed comet,1.03,,FIA,RBC,GD,"Gregory, T.R., C.B. Andrews, J.A. McGuire, and C.C. Witt (2009). The smallest avian genomes are found in hummingbirds. Proceedings of the Royal Society of London B : in press.",,
Chordata,Vertebrata,Aves,Apodiformes,Trochilidae,Polyonymus caroli,Bronze-tailed comet,1.15,,FIA,RBC,GD,"Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic \‘engines\’ of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.",,
Chordata,Vertebrata,Aves,Apodiformes,Trochilidae,Pterophanes cyanopterus,Great sapphirewing,1.08,,FIA,RBC,GD,"Gregory, T.R., C.B. Andrews, J.A. McGuire, and C.C. Witt (2009). The smallest avian genomes are found in hummingbirds. Proceedings of the Royal Society of London B : in press.",,
Chordata,Vertebrata,Aves,Apodiformes,Trochilidae,Rhodopis vesper,Oasis hummingbird,1.19,,FIA,RBC,GD,"Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic \‘engines\’ of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.",,
Chordata,Vertebrata,Aves,Apodiformes,Trochilidae,Schistes geoffroyi,Wedge-billed hummingbird,1.29,,FIA,RBC,GD,"Gregory, T.R., C.B. Andrews, J.A. McGuire, and C.C. Witt (2009). The smallest avian genomes are found in hummingbirds. Proceedings of the Royal Society of London B : in press.",,
Chordata,Vertebrata,Aves,Apodiformes,Trochilidae,Selasphorus platycercus,Broad-tailed hummingbird,1.09,,FIA,RBC,GD,"Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic \‘engines\’ of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.",,
Chordata,Vertebrata,Aves,Apodiformes,Trochilidae,Selasphorus rufus,Rufous hummingbird,1.15,,FIA,RBC,GD,"Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic \‘engines\’ of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.",,
Chordata,Vertebrata,Aves,Apodiformes,Trochilidae,Taphrospilus hypostictus,Many-spotted hummingbird,1.05,,FIA,RBC,GD,"Gregory, T.R., C.B. Andrews, J.A. McGuire, and C.C. Witt (2009). The smallest avian genomes are found in hummingbirds. Proceedings of the Royal Society of London B : in press.",,
Chordata,Vertebrata,Aves,Apodiformes,Trochilidae,Taphrospilus hypostictus,Many-spotted hummingbird,1.16,,FIA,RBC,GD,"Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic \‘engines\’ of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.",,
Chordata,Vertebrata,Aves,Apodiformes,Trochilidae,Thalurania furcata,Fork-tailed woodnymph,0.99,,FIA,RBC,GD,"Gregory, T.R., C.B. Andrews, J.A. McGuire, and C.C. Witt (2009). The smallest avian genomes are found in hummingbirds. Proceedings of the Royal Society of London B : in press.",,
Chordata,Vertebrata,Aves,Apodiformes,Trochilidae,Thaumastura cora,Peruvian sheartail,1.04,,FIA,RBC,GD,"Gregory, T.R., C.B. Andrews, J.A. McGuire, and C.C. Witt (2009). The smallest avian genomes are found in hummingbirds. Proceedings of the Royal Society of London B : in press.",,
Chordata,Vertebrata,Aves,Apodiformes,Trochilidae,Thaumastura cora,Peruvian sheartail,1.15,,FIA,RBC,GD,"Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic \‘engines\’ of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.",,
Chordata,Vertebrata,Aves,Apodiformes,Trochilidae,Threnetes leucurus,Pale-tailed barbthroat,1.00,,FIA,RBC,GD,"Gregory, T.R., C.B. Andrews, J.A. McGuire, and C.C. Witt (2009). The smallest avian genomes are found in hummingbirds. Proceedings of the Royal Society of London B : in press.",,
Chordata,Vertebrata,Aves,Apodiformes,Trochilidae,Threnetes leucurus,Pale-tailed barbthroat,1.15,,FIA,RBC,GD,"Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic \‘engines\’ of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.",,
Chordata,Vertebrata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus longirostris,Band-winged nightjar,1.27,,FIA,RBC,GD,"Gregory, T.R., C.B. Andrews, J.A. McGuire, and C.C. Witt (2009). The smallest avian genomes are found in hummingbirds. Proceedings of the Royal Society of London B : in press.",,
Chordata,Vertebrata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus nigrescens,Blackish nightjar,1.40,,FIA,RBC,GD,"Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic \‘engines\’ of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.",,
Chordata,Vertebrata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus rufigena,Rufous-cheeked nightjar,1.16,,FIA,RBC,GD,"Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic \‘engines\’ of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.",,
Chordata,Vertebrata,Aves,Caprimulgiformes,Caprimulgidae,Chordeiles acutipennis,Lesser nighthawk,1.45,,FIA,RBC,GD,"Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic \‘engines\’ of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.",,
Chordata,Vertebrata,Aves,Caprimulgiformes,Caprimulgidae,Nyctiphrynus ocellatus,Ocellated poorwill,1.47,,FIA,RBC,GD,"Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic \‘engines\’ of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.",,
Chordata,Vertebrata,Aves,Casuariiformes,Dromaiidae,Dromaius novaehollandiae,Emu,1.55,,FD,RBC,GD,"Martin, N.G. (1974). Nuclear DNA content of the emu. Chromosoma 47: 71-74.",,
Chordata,Vertebrata,Aves,Casuariiformes,Dromaiidae,Dromaius novaehollandiae,Emu,1.63,80.00,FCM,RBC,"GD, HS, V","Nakamura, D., T.R. Tiersch, M. Douglass, and R.W. Chandler (1990). Rapid identification of sex in birds by flow cytometry. Cytogenetics and Cell Genetics 53: 201-205.","Tiersch, T.R. and S.S. Wachtel (1991). On the evolution of genome size of birds. Journal of Heredity 82: 363-368.",
Chordata,Vertebrata,Aves,Charadriiformes,Charadriidae,Vanellus coronatus,Crowned lapwing,1.67,,FIA,RBC,GD,"Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic \‘engines\’ of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.",,
Chordata,Vertebrata,Aves,Charadriiformes,Laridae,Larus argentatus,Herring gull,1.43,,FIA,RBC,GD,T.R. Gregory. Unpublished Data,,
Chordata,Vertebrata,Aves,Charadriiformes,Laridae,Larus argentatus cachinnans,Herring gull,1.50,66-70,FD,RBC,GD,"Venturini, G., R. D'Ambrogi, and E. Capanna (1986). Size and structure of the bird genome. I. DNA content of 48 species of Neognathae. Comparative Biochemistry and Physiology 85B: 61-65.",,
Chordata,Vertebrata,Aves,Charadriiformes,Laridae,Larus atricilla,Laughing gull,1.45,,FD,LV,"MM, BT","Bachmann, K., B.A. Harrington, and J.P. Craig (1972). Genome size in birds. Chromosoma 37: 405-416.",,
Chordata,Vertebrata,Aves,Charadriiformes,Laridae,Larus ridibundus,Common black-headed gull,1.82,68.00,SCF,RBC,HS,"De Smet, W.H.O. (1981). The nuclear Feulgen-DNA content of the vertebrates (especially reptiles), as measured by fluorescence cytophotometry, with notes on the cell and chromosome size. Acta Zoologica et Pathologica Antverpiensia 76: 119-167.",,
Chordata,Vertebrata,Aves,Charadriiformes,Recurvirostridae,Recurvirostra avosetta,Pied avocet,1.59,,FCM,RBC,"HS, OM","Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.",,
Chordata,Vertebrata,Aves,Charadriiformes,Scolopacidae,Actitis hypoleucos,Common sandpiper,1.42,86.00,FD,RBC,GD,"Venturini, G., R. D'Ambrogi, and E. Capanna (1986). Size and structure of the bird genome. I. DNA content of 48 species of Neognathae. Comparative Biochemistry and Physiology 85B: 61-65.",,
Chordata,Vertebrata,Aves,Charadriiformes,Scolopacidae,Calidris alpina,Dunlin,1.28,88.00,FD,RBC,GD,"Venturini, G., R. D'Ambrogi, and E. Capanna (1986). Size and structure of the bird genome. I. DNA content of 48 species of Neognathae. Comparative Biochemistry and Physiology 85B: 61-65.",,
Chordata,Vertebrata,Aves,Charadriiformes,Sternidae,Hydroprogne caspia,Caspian tern,1.39,,FIA,RBC,GD,T.R. Gregory. Unpublished Data,,
Chordata,Vertebrata,Aves,Charadriiformes,Sternidae,Thalasseus sandvicensis,Sandwich tern,1.40,,FD,LV,"MM, BT","Bachmann, K., B.A. Harrington, and J.P. Craig (1972). Genome size in birds. Chromosoma 37: 405-416.",,
Chordata,Vertebrata,Aves,Charadriiformes,Turnicidae,Turnix sylvaticus,Common buttonquail,1.26,,FIA,RBC,GD,"Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic \‘engines\’ of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.",,
Chordata,Vertebrata,Aves,Ciconiiformes,Ardeidae,Ardea cinerea,Grey heron,1.39,68.00,FD,RBC,GD,"Venturini, G., R. D'Ambrogi, and E. Capanna (1986). Size and structure of the bird genome. I. DNA content of 48 species of Neognathae. Comparative Biochemistry and Physiology 85B: 61-65.",,
Chordata,Vertebrata,Aves,Ciconiiformes,Ardeidae,Ardea herodias,Great blue heron,1.47,,FD,LV,"MM, BT","Bachmann, K., B.A. Harrington, and J.P. Craig (1972). Genome size in birds. Chromosoma 37: 405-416.",,
Chordata,Vertebrata,Aves,Ciconiiformes,Ardeidae,Nycticorax nycticorax,Black-crowned night heron,1.35,,FIA,RBC,GD,T.R. Gregory. Unpublished Data,,
Chordata,Vertebrata,Aves,Ciconiiformes,Ciconiidae,Anastomus lamelligerus,African open-billed stork,1.62,,FCM,RBC,"HS, OM","Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.",,
Chordata,Vertebrata,Aves,Ciconiiformes,Ciconiidae,Ciconia abdimii,Adbim's stork,1.53,,FCM,RBC,"HS, OM","Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.",,
Chordata,Vertebrata,Aves,Ciconiiformes,Ciconiidae,Ciconia ciconia,White stork,1.58,,FCM,RBC,"HS, OM","Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.",,
Chordata,Vertebrata,Aves,Ciconiiformes,Ciconiidae,Ciconia episcopus,Woolly-necked stork,1.61,,FCM,RBC,"HS, OM","Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.",,
Chordata,Vertebrata,Aves,Ciconiiformes,Ciconiidae,Ciconia maguari,Maguari stork,1.54,,FCM,RBC,"HS, OM","Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.",,
Chordata,Vertebrata,Aves,Ciconiiformes,Ciconiidae,Ciconia stormi,Storm's stork,1.68,,FCM,RBC,"HS, OM","Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.",,
Chordata,Vertebrata,Aves,Ciconiiformes,Ciconiidae,Leptoptilos crumeniferus,Marabou stork,1.55,,FCM,RBC,"HS, OM","Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.",,
Chordata,Vertebrata,Aves,Ciconiiformes,Ciconiidae,Leptotilos crumeniferus,Marabou stork,1.34,72.00,FD,RBC,GD,"Venturini, G., R. D'Ambrogi, and E. Capanna (1986). Size and structure of the bird genome. I. DNA content of 48 species of Neognathae. Comparative Biochemistry and Physiology 85B: 61-65.",,
Chordata,Vertebrata,Aves,Ciconiiformes,Phoenicopteridae,Phoenicopterus ruber,Greater flamingo,1.25,80.00,FD,RBC,GD,"Venturini, G., R. D'Ambrogi, and E. Capanna (1986). Size and structure of the bird genome. I. DNA content of 48 species of Neognathae. Comparative Biochemistry and Physiology 85B: 61-65.",,
Chordata,Vertebrata,Aves,Ciconiiformes,Phoenicopteridae,Phoenicopterus ruber,Greater flamingo,1.52,,FCM,RBC,"HS, OM","Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.",,
Chordata,Vertebrata,Aves,Ciconiiformes,Scopidae,Scopus umbretta,Hamerkop,1.35,,FIA,RBC,GD,"Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic \‘engines\’ of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.",,
Chordata,Vertebrata,Aves,Ciconiiformes,Threskiornithidae,Bostrychia hagedash,Hadada ibis,1.47,,FIA,RBC,GD,"Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic \‘engines\’ of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.",,
Chordata,Vertebrata,Aves,Ciconiiformes,Threskiornithidae,Platalea leucorodia,White spoonbill,1.25,68.00,FD,RBC,GD,"Venturini, G., R. D'Ambrogi, and E. Capanna (1986). Size and structure of the bird genome. I. DNA content of 48 species of Neognathae. Comparative Biochemistry and Physiology 85B: 61-65.",,
Chordata,Vertebrata,Aves,Ciconiiformes,Threskiornithidae,Threskiornis aethiopicus,Sacred ibis,1.25,68.00,FD,RBC,GD,"Venturini, G., R. D'Ambrogi, and E. Capanna (1986). Size and structure of the bird genome. I. DNA content of 48 species of Neognathae. Comparative Biochemistry and Physiology 85B: 61-65.",,
Chordata,Vertebrata,Aves,Coliiformes,Coliidae,Colius colius,White-backed mousebird,1.47,,FIA,RBC,GD,"Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic \‘engines\’ of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.",,
Chordata,Vertebrata,Aves,Coliiformes,Coliidae,Urocolius indicus,Red-faced mousebird,1.53,,FIA,RBC,GD,"Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic \‘engines\’ of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.",,
Chordata,Vertebrata,Aves,Columbiformes,Columbidae,Caloenas nicobarica,Nicobar pigeon,1.54,,FCM,RBC,"HS, OM","Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.",,
Chordata,Vertebrata,Aves,Columbiformes,Columbidae,Columba livia,Rock pigeon,1.14,,BCA,RBC,GD,"Vendrely, R. and C. Vendrely (1950). Sur la teneur absolue en acide désoxyribonucléique du noyau cellulaire chez quelques espèces d'oiseaux et de poissons. Comptes Rendus de l'Académie des Sciences 230: 788-790.",,
Chordata,Vertebrata,Aves,Columbiformes,Columbidae,Columba livia,Rock pigeon,1.33,,FD,RBC,GD,"Venturini, G., R. D'Ambrogi, and E. Capanna (1986). Size and structure of the bird genome. I. DNA content of 48 species of Neognathae. Comparative Biochemistry and Physiology 85B: 61-65.",,
Chordata,Vertebrata,Aves,Columbiformes,Columbidae,Columba livia,Rock pigeon,1.44,,FD,NS,GD,"Wagenmann, M., J.T. Epplen, K. Bachmann, W. Engel, and J. Schmidke (1981). DNA sequence organisation in relation to genome size in birds. Experientia37: 1274-1276.",,
Chordata,Vertebrata,Aves,Columbiformes,Columbidae,Columba livia,Rock pigeon,1.46,80.00,FCM,RBC,"GD, HS, V","Tiersch, T.R. and S.S. Wachtel (1991). On the evolution of genome size of birds. Journal of Heredity 82: 363-368.",,
